[1, 2, 3, 8, 5, 14, 6, 4, 9, 10, 7, 15, 13, 0, 12, 11]
[1, 2, 3, 4, 8, 10, 15, 11, 0, 9, 6, 13, 5, 7, 14, 12]
[5, 2, 9, 4, 13, 3, 1, 8, 11, 10, 14, 6, 7, 0, 12, 15]
[14, 13, 9, 5, 10, 1, 2, 3, 7, 12, 6, 4, 15, 0, 11, 8]
[5, 1, 3, 4, 9, 10, 8, 6, 14, 11, 2, 12, 13, 0, 15, 7]
[7, 1, 4, 2, 9, 5, 3, 8, 13, 12, 6, 14, 10, 15, 11, 0]
[5, 2, 6, 12, 1, 0, 8, 4, 13, 14, 7, 10, 15, 9, 11, 3]
[5, 1, 11, 3, 2, 6, 15, 4, 0, 9, 10, 8, 13, 14, 7, 12]
[14, 6, 5, 4, 1, 9, 3, 12, 13, 2, 0, 11, 15, 8, 7, 10]
[13, 9, 12, 4, 10, 5, 1, 2, 3, 7, 0, 11, 14, 8, 6, 15]
