[2, 3, 7, 4, 1, 6, 12, 8, 5, 13, 0, 15, 10, 11, 9, 14]
[5, 1, 2, 7, 6, 4, 3, 15, 9, 10, 11, 8, 13, 14, 12, 0]
[3, 1, 4, 7, 2, 0, 6, 11, 5, 10, 8, 12, 9, 13, 14, 15]
[1, 7, 2, 4, 5, 3, 15, 8, 13, 9, 11, 12, 6, 10, 14, 0]
[0, 1, 2, 4, 6, 7, 3, 8, 5, 13, 12, 15, 14, 9, 11, 10]
[5, 1, 2, 3, 10, 9, 6, 4, 13, 14, 8, 12, 11, 7, 15, 0]
[2, 6, 7, 3, 5, 1, 11, 4, 10, 15, 8, 12, 9, 13, 14, 0]
[6, 2, 3, 4, 1, 0, 5, 8, 9, 10, 11, 12, 13, 14, 15, 7]
[3, 5, 8, 7, 9, 1, 2, 4, 13, 6, 15, 11, 10, 0, 14, 12]
[5, 1, 2, 7, 9, 6, 4, 3, 13, 14, 10, 8, 15, 0, 12, 11]
[1, 10, 2, 4, 5, 3, 6, 0, 9, 8, 12, 7, 13, 11, 14, 15]
[2, 3, 4, 8, 1, 5, 7, 0, 10, 6, 14, 12, 9, 11, 13, 15]
[5, 6, 0, 2, 10, 1, 3, 4, 13, 9, 11, 7, 14, 15, 12, 8]
[2, 9, 3, 4, 1, 6, 7, 8, 10, 14, 0, 12, 5, 13, 11, 15]
[6, 5, 0, 4, 9, 1, 2, 7, 14, 13, 3, 8, 10, 15, 11, 12]
[7, 6, 2, 3, 5, 1, 8, 4, 0, 13, 11, 12, 10, 9, 14, 15]
[1, 3, 7, 8, 5, 0, 6, 2, 9, 10, 4, 11, 13, 14, 15, 12]
[2, 3, 7, 4, 5, 1, 8, 12, 9, 10, 11, 6, 13, 14, 15, 0]
[5, 1, 3, 4, 9, 8, 2, 0, 14, 6, 7, 12, 10, 13, 11, 15]
[1, 4, 7, 3, 6, 2, 11, 0, 5, 9, 10, 12, 13, 14, 8, 15]
[1, 2, 4, 7, 5, 6, 10, 8, 0, 13, 11, 3, 14, 9, 15, 12]
[5, 1, 0, 2, 3, 8, 12, 4, 7, 9, 6, 11, 13, 10, 14, 15]
[1, 6, 2, 4, 5, 0, 3, 10, 9, 14, 15, 7, 13, 8, 11, 12]
[1, 2, 3, 4, 5, 6, 9, 11, 13, 14, 0, 7, 10, 15, 12, 8]
[2, 5, 1, 4, 11, 0, 6, 8, 9, 3, 7, 12, 13, 10, 14, 15]
[5, 7, 0, 3, 9, 1, 11, 4, 13, 2, 6, 8, 10, 14, 15, 12]
[5, 1, 0, 4, 9, 6, 2, 7, 10, 11, 3, 8, 13, 14, 15, 12]
[2, 3, 4, 8, 1, 9, 6, 7, 5, 10, 12, 15, 13, 14, 11, 0]
[2, 3, 6, 4, 1, 5, 7, 8, 14, 13, 0, 12, 9, 11, 10, 15]
[7, 2, 3, 4, 1, 6, 11, 8, 0, 10, 12, 15, 5, 9, 13, 14]
[2, 6, 0, 8, 1, 7, 4, 3, 5, 9, 11, 15, 13, 10, 12, 14]
[3, 4, 8, 7, 1, 9, 10, 0, 6, 2, 5, 12, 13, 14, 11, 15]
[1, 2, 3, 4, 13, 0, 7, 10, 9, 5, 6, 8, 14, 15, 12, 11]
[2, 10, 3, 7, 1, 13, 6, 4, 5, 11, 0, 8, 9, 14, 15, 12]
[1, 2, 4, 7, 5, 0, 13, 6, 9, 11, 8, 3, 14, 10, 15, 12]
[2, 3, 6, 4, 1, 14, 7, 8, 5, 9, 0, 12, 13, 11, 10, 15]
[5, 1, 2, 7, 10, 0, 6, 3, 9, 15, 12, 4, 13, 14, 11, 8]
[1, 2, 7, 3, 5, 11, 4, 12, 13, 9, 8, 15, 6, 0, 10, 14]
[5, 3, 4, 8, 2, 1, 6, 12, 9, 14, 10, 11, 13, 0, 15, 7]
[2, 6, 8, 3, 1, 10, 4, 0, 5, 13, 7, 12, 9, 14, 11, 15]
[5, 7, 1, 4, 2, 3, 10, 8, 13, 6, 0, 12, 14, 9, 11, 15]
[1, 2, 4, 8, 5, 0, 7, 3, 9, 14, 10, 12, 6, 13, 11, 15]
[1, 2, 8, 7, 5, 6, 4, 0, 9, 11, 15, 3, 13, 10, 12, 14]
[0, 1, 2, 3, 6, 11, 10, 4, 5, 9, 8, 7, 13, 14, 15, 12]
[1, 2, 3, 4, 5, 8, 7, 11, 13, 6, 0, 12, 15, 9, 10, 14]
[5, 1, 3, 4, 9, 2, 7, 8, 6, 11, 0, 14, 13, 10, 15, 12]
[0, 5, 2, 3, 6, 1, 8, 11, 9, 10, 4, 12, 13, 14, 7, 15]
[5, 1, 3, 4, 14, 2, 7, 8, 13, 9, 10, 12, 6, 0, 11, 15]
[1, 2, 3, 4, 6, 8, 10, 12, 5, 13, 11, 7, 14, 9, 15, 0]
[0, 5, 1, 3, 9, 6, 2, 7, 10, 14, 12, 4, 13, 15, 8, 11]
[0, 1, 3, 7, 5, 2, 8, 4, 10, 6, 9, 12, 14, 13, 11, 15]
[6, 1, 5, 3, 2, 0, 8, 4, 9, 10, 7, 12, 13, 14, 11, 15]
[1, 3, 4, 8, 6, 2, 11, 7, 0, 9, 15, 14, 5, 13, 10, 12]
[1, 7, 0, 4, 5, 3, 2, 8, 9, 10, 12, 6, 13, 14, 11, 15]
[9, 2, 3, 4, 1, 6, 7, 8, 5, 10, 0, 11, 13, 14, 15, 12]
[1, 2, 4, 7, 5, 3, 10, 8, 13, 6, 0, 11, 14, 9, 15, 12]
[1, 7, 4, 6, 10, 14, 2, 3, 0, 5, 11, 8, 9, 13, 15, 12]
[1, 2, 3, 4, 5, 14, 10, 8, 9, 13, 6, 15, 7, 0, 12, 11]
[0, 2, 5, 7, 1, 6, 4, 3, 9, 10, 15, 8, 13, 14, 12, 11]
[2, 4, 5, 7, 1, 10, 3, 6, 0, 9, 14, 8, 13, 15, 11, 12]
