[6, 2, 3, 8, 7, 0, 4, 12, 1, 10, 11, 15, 5, 9, 13, 14]
[5, 1, 2, 4, 10, 3, 6, 7, 13, 12, 8, 15, 14, 0, 9, 11]
[0, 5, 2, 3, 9, 1, 7, 4, 13, 6, 11, 12, 10, 8, 14, 15]
[10, 5, 2, 7, 9, 1, 4, 6, 0, 14, 11, 3, 13, 15, 12, 8]
[5, 7, 2, 1, 9, 0, 6, 3, 13, 10, 11, 4, 14, 15, 12, 8]
[1, 3, 4, 8, 6, 2, 12, 7, 0, 9, 13, 15, 5, 10, 14, 11]
[5, 1, 2, 3, 9, 6, 7, 4, 15, 12, 0, 8, 14, 13, 11, 10]
[14, 3, 0, 4, 2, 1, 6, 8, 10, 7, 15, 11, 5, 9, 13, 12]
[2, 4, 8, 11, 6, 5, 3, 0, 1, 10, 7, 12, 9, 13, 14, 15]
[6, 2, 7, 3, 1, 0, 12, 4, 5, 9, 11, 8, 10, 13, 14, 15]
[2, 4, 3, 7, 1, 6, 8, 12, 0, 10, 11, 15, 5, 9, 13, 14]
[5, 7, 1, 2, 14, 0, 8, 4, 6, 13, 3, 11, 9, 15, 10, 12]
[10, 7, 6, 3, 2, 1, 15, 0, 5, 9, 8, 4, 13, 14, 12, 11]
[5, 1, 3, 4, 6, 13, 7, 8, 0, 11, 12, 15, 2, 10, 9, 14]
[2, 7, 4, 12, 6, 3, 8, 15, 1, 9, 11, 14, 5, 13, 10, 0]
[0, 2, 3, 4, 1, 5, 6, 15, 13, 7, 8, 11, 12, 9, 10, 14]
[6, 3, 7, 4, 2, 1, 8, 0, 5, 13, 11, 14, 10, 9, 15, 12]
[9, 1, 2, 3, 6, 0, 7, 4, 11, 5, 10, 8, 14, 13, 15, 12]
[0, 1, 4, 6, 5, 2, 11, 3, 9, 13, 10, 7, 14, 15, 12, 8]
[1, 2, 4, 8, 5, 3, 15, 0, 6, 7, 12, 11, 10, 9, 13, 14]
