[1, 5, 2, 4, 6, 10, 3, 8, 0, 14, 7, 12, 13, 9, 11, 15]
[5, 7, 3, 4, 2, 10, 8, 11, 0, 1, 14, 6, 13, 15, 9, 12]
[9, 5, 3, 6, 2, 0, 1, 4, 14, 11, 8, 7, 13, 15, 10, 12]
[1, 7, 2, 4, 5, 6, 12, 3, 13, 14, 0, 15, 10, 8, 9, 11]
[5, 7, 1, 3, 10, 8, 4, 12, 0, 6, 2, 14, 9, 13, 15, 11]
[5, 1, 3, 4, 15, 9, 6, 7, 11, 2, 12, 14, 10, 0, 13, 8]
[1, 7, 8, 12, 6, 3, 4, 11, 0, 10, 15, 14, 5, 9, 13, 2]
[4, 8, 0, 11, 1, 5, 6, 3, 13, 9, 2, 12, 10, 14, 7, 15]
[1, 3, 7, 12, 5, 6, 2, 15, 0, 9, 8, 14, 13, 10, 4, 11]
[2, 3, 4, 8, 1, 5, 10, 7, 0, 14, 12, 15, 9, 13, 11, 6]
